Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month,Year,Profit Margin,Sales Category
ORD-1741,2022-03-28,2021-11-30,Standard Class,CUST-6901,Amit,Corporate,India,Bangalore,MH,East,PROD-747,Technology,Chairs,Item C,2096.12,5,0.39,-338.96,3,2022,-0.16170829914317883,Very High
ORD-1742,2022-05-15,2022-08-31,Standard Class,CUST-8931,Sneha,Corporate,India,Mumbai,MH,West,PROD-539,Office Supplies,Chairs,Item B,1365.81,7,0.06,172.86,5,2022,0.12656225975794586,Very High
ORD-1743,2021-06-14,2021-09-20,Standard Class,CUST-9143,Arjun,Consumer,India,Kolkata,MH,East,PROD-841,Furniture,Storage,Item A,2952.42,5,0.18,31.48,6,2021,0.010662439625798497,Very High
ORD-1744,2021-07-01,2023-09-23,Second Class,CUST-9030,Amit,Consumer,India,Kolkata,KA,South,PROD-997,Office Supplies,Phones,Item C,1452.83,1,0.08,220.2,7,2021,0.15156625345016278,Very High
ORD-1745,2022-04-14,2023-03-03,First Class,CUST-9262,Rahul,Home Office,India,Mumbai,WB,West,PROD-713,Furniture,Chairs,Item D,2812.18,2,0.39,-573.25,4,2022,-0.20384541530058534,Very High
ORD-1746,2023-06-29,2023-05-23,Second Class,CUST-1611,Priya,Consumer,India,Kolkata,MH,East,PROD-471,Technology,Storage,Item A,4124.66,2,0.28,-246.89,6,2023,-0.059857054884523815,Very High
ORD-1747,2023-01-05,2021-07-26,First Class,CUST-8228,Rahul,Home Office,India,Mumbai,MH,South,PROD-913,Office Supplies,Phones,Item B,2777.18,4,0.49,-795.87,1,2023,-0.28657487091222034,Very High
ORD-1748,2023-04-03,2022-11-30,First Class,CUST-4523,Amit,Corporate,India,Mumbai,WB,West,PROD-386,Furniture,Storage,Item B,4198.74,4,0.34,-675.8,4,2023,-0.16095304781910763,Very High
ORD-1749,2023-08-02,2022-11-20,First Class,CUST-6512,Neha,Home Office,India,Delhi,DL,East,PROD-190,Technology,Phones,Item A,3076.18,1,0.04,558.2,8,2023,0.18145882230558683,Very High
ORD-1750,2023-09-05,2023-08-10,Second Class,CUST-4702,Neha,Corporate,India,Kolkata,MH,East,PROD-308,Technology,Chairs,Item A,4357.98,2,0.14,259.28,9,2023,0.05949545431599044,Very High
ORD-1751,2021-01-07,2022-01-24,Second Class,CUST-6424,Priya,Home Office,India,Mumbai,KA,South,PROD-646,Furniture,Chairs,Item C,2568.79,2,0.46,-1264.52,1,2021,-0.4922628942031073,Very High
ORD-1752,2021-11-26,2023-06-13,Second Class,CUST-9382,Amit,Home Office,India,Delhi,KA,East,PROD-673,Office Supplies,Phones,Item D,2563.67,1,0.49,-687.49,11,2021,-0.2681663396615009,Very High
ORD-1753,2023-02-14,2023-04-03,Second Class,CUST-2628,Sneha,Home Office,India,Mumbai,DL,South,PROD-251,Furniture,Storage,Item B,3963.7,5,0.11,377.02,2,2023,0.09511819764361581,Very High
ORD-1754,2022-11-04,2022-04-15,Second Class,CUST-8907,Arjun,Corporate,India,Kolkata,MH,East,PROD-676,Furniture,Binders,Item B,2370.64,5,0.25,-55.24,11,2022,-0.023301724428846222,Very High
ORD-1755,2021-05-31,2022-02-21,First Class,CUST-4372,Rahul,Corporate,India,Delhi,WB,West,PROD-320,Technology,Binders,Item C,3540.71,5,0.19,-74.72,5,2021,-0.021103112087688627,Very High
ORD-1756,2021-03-26,2021-03-12,Second Class,CUST-9208,Sneha,Home Office,India,Kolkata,DL,East,PROD-957,Furniture,Storage,Item C,235.66,6,0.1,-3.9,3,2021,-0.016549265891538656,Medium
ORD-1757,2021-05-27,2022-04-19,First Class,CUST-4139,Rahul,Corporate,India,Bangalore,KA,North,PROD-399,Furniture,Chairs,Item D,4836.22,5,0.18,71.09,5,2021,0.014699496714376103,Very High
ORD-1758,2022-09-16,2021-04-16,Second Class,CUST-3259,Priya,Home Office,India,Bangalore,KA,East,PROD-454,Office Supplies,Phones,Item D,4476.95,7,0.21,-52.21,9,2022,-0.01166195735936296,Very High
ORD-1759,2022-01-16,2023-01-30,Second Class,CUST-3250,Priya,Corporate,India,Bangalore,WB,South,PROD-662,Furniture,Storage,Item D,4471.77,9,0.33,-588.8,1,2022,-0.13167045711206074,Very High
ORD-1760,2023-07-04,2021-06-12,Standard Class,CUST-7121,Priya,Home Office,India,Bangalore,DL,East,PROD-719,Office Supplies,Phones,Item B,1442.19,9,0.25,-21.0,7,2023,-0.014561188192956544,Very High
ORD-1761,2022-07-02,2021-07-21,First Class,CUST-9181,Sneha,Consumer,India,Delhi,WB,North,PROD-955,Furniture,Phones,Item C,1451.68,1,0.42,-289.54,7,2022,-0.19945166978948528,Very High
ORD-1762,2021-10-12,2021-08-06,Second Class,CUST-1283,Sneha,Consumer,India,Kolkata,DL,West,PROD-785,Technology,Binders,Item B,2042.87,6,0.47,-564.37,10,2021,-0.2762632962449887,Very High
ORD-1763,2022-12-01,2023-08-06,Second Class,CUST-6725,Priya,Home Office,India,Mumbai,DL,North,PROD-900,Furniture,Chairs,Item B,4406.94,7,0.25,67.37,12,2022,0.015287251471542614,Very High
ORD-1764,2021-03-23,2021-08-02,Second Class,CUST-8918,Sneha,Corporate,India,Mumbai,DL,West,PROD-291,Office Supplies,Chairs,Item C,4300.26,9,0.25,-170.25,3,2021,-0.039590629403803486,Very High
ORD-1765,2022-05-29,2022-05-25,Standard Class,CUST-6237,Priya,Home Office,India,Mumbai,MH,North,PROD-509,Office Supplies,Binders,Item D,1482.83,5,0.36,-138.21,5,2022,-0.09320690841161833,Very High
ORD-1766,2023-06-16,2021-01-18,First Class,CUST-9794,Sneha,Consumer,India,Kolkata,KA,North,PROD-456,Furniture,Storage,Item C,2731.79,2,0.41,-592.17,6,2023,-0.21676995669506074,Very High
ORD-1767,2023-03-26,2022-05-15,Second Class,CUST-5075,Priya,Consumer,India,Delhi,KA,North,PROD-778,Furniture,Phones,Item C,2402.09,8,0.11,273.52,3,2023,0.11386750704594747,Very High
ORD-1768,2022-12-10,2023-06-05,Second Class,CUST-7162,Arjun,Home Office,India,Kolkata,KA,West,PROD-343,Furniture,Binders,Item B,3270.84,1,0.33,-415.88,12,2022,-0.12714776632302405,Very High
ORD-1769,2023-07-05,2021-11-30,Second Class,CUST-8636,Arjun,Consumer,India,Bangalore,DL,East,PROD-866,Office Supplies,Binders,Item C,1108.8,7,0.41,-190.68,7,2023,-0.171969696969697,Very High
ORD-1770,2022-06-07,2022-12-20,Standard Class,CUST-6737,Rahul,Home Office,India,Delhi,DL,South,PROD-157,Office Supplies,Chairs,Item B,471.0,4,0.37,-23.34,6,2022,-0.049554140127388534,Medium
ORD-1771,2023-01-16,2023-05-29,Second Class,CUST-9992,Rahul,Consumer,India,Kolkata,MH,East,PROD-982,Technology,Storage,Item D,184.91,6,0.35,0.23,1,2023,0.0012438483586609704,Medium
ORD-1772,2022-01-21,2023-10-01,First Class,CUST-9951,Priya,Corporate,India,Bangalore,KA,North,PROD-125,Furniture,Binders,Item D,1938.02,8,0.47,-577.25,1,2022,-0.297855543286447,Very High
ORD-1773,2022-12-08,2022-07-07,First Class,CUST-9002,Rahul,Corporate,India,Bangalore,KA,West,PROD-585,Office Supplies,Phones,Item A,4735.73,3,0.37,-728.62,12,2022,-0.153855899724013,Very High
ORD-1774,2022-04-16,2022-08-26,First Class,CUST-8072,Sneha,Corporate,India,Delhi,MH,West,PROD-216,Office Supplies,Binders,Item C,3439.83,2,0.24,-141.32,4,2022,-0.041083425634406354,Very High
ORD-1775,2021-04-29,2023-08-02,First Class,CUST-2493,Priya,Home Office,India,Mumbai,KA,East,PROD-341,Office Supplies,Phones,Item D,3758.19,8,0.43,-871.87,4,2021,-0.23199199614708144,Very High
ORD-1776,2022-01-31,2021-09-15,Second Class,CUST-1372,Arjun,Home Office,India,Kolkata,WB,West,PROD-329,Office Supplies,Storage,Item B,4728.56,6,0.22,-249.29,1,2022,-0.052720066997140776,Very High
ORD-1777,2022-06-16,2023-09-21,Standard Class,CUST-6587,Neha,Corporate,India,Bangalore,WB,West,PROD-942,Technology,Binders,Item B,2139.16,6,0.4,-414.98,6,2022,-0.19399203425643713,Very High
ORD-1778,2021-09-18,2023-02-07,Standard Class,CUST-8071,Arjun,Corporate,India,Bangalore,MH,North,PROD-864,Office Supplies,Phones,Item B,2398.12,8,0.31,-266.05,9,2021,-0.11094107050522911,Very High
ORD-1779,2023-03-16,2022-12-31,Standard Class,CUST-3891,Amit,Corporate,India,Mumbai,KA,West,PROD-192,Office Supplies,Chairs,Item D,1829.73,5,0.3,-74.72,3,2023,-0.04083662616888831,Very High
ORD-1780,2023-07-23,2023-06-01,Second Class,CUST-7586,Arjun,Consumer,India,Kolkata,MH,West,PROD-320,Furniture,Chairs,Item C,947.79,5,0.37,-151.97,7,2023,-0.1603414258432775,High
ORD-1781,2021-09-13,2023-03-28,Standard Class,CUST-8623,Amit,Corporate,India,Kolkata,MH,North,PROD-806,Technology,Binders,Item C,2568.79,7,0.35,-558.22,9,2021,-0.2173085382612047,Very High
ORD-1782,2023-01-04,2021-06-23,First Class,CUST-4319,Rahul,Consumer,India,Mumbai,MH,East,PROD-812,Technology,Chairs,Item D,2568.79,6,0.27,-74.72,1,2023,-0.029087624912896733,Very High
ORD-1783,2023-06-24,2022-10-13,Second Class,CUST-4967,Arjun,Corporate,India,Bangalore,KA,South,PROD-326,Technology,Binders,Item D,4078.68,3,0.44,-820.03,6,2023,-0.2010527915894358,Very High
ORD-1784,2021-08-14,2023-09-29,Standard Class,CUST-1822,Neha,Home Office,India,Delhi,MH,South,PROD-668,Furniture,Phones,Item A,286.21,4,0.36,-27.17,8,2021,-0.0949302959365501,Medium
ORD-1785,2021-02-22,2022-05-15,First Class,CUST-1221,Sneha,Corporate,India,Mumbai,KA,South,PROD-681,Technology,Phones,Item C,1530.77,2,0.29,-172.65,2,2021,-0.11278637548423343,Very High
ORD-1786,2023-07-29,2022-04-18,First Class,CUST-7880,Arjun,Consumer,India,Bangalore,WB,East,PROD-859,Office Supplies,Storage,Item A,2980.82,8,0.35,-398.26,7,2023,-0.13360753081366872,Very High
ORD-1787,2023-05-17,2022-01-21,Second Class,CUST-4888,Sneha,Corporate,India,Delhi,MH,West,PROD-684,Technology,Chairs,Item A,1669.57,6,0.17,42.9,5,2023,0.02569523889384692,Very High
ORD-1788,2022-05-15,2022-11-23,Second Class,CUST-6300,Arjun,Consumer,India,Mumbai,MH,North,PROD-866,Office Supplies,Storage,Item A,793.09,7,0.5,-268.15,5,2022,-0.33810790704711946,High
ORD-1789,2022-05-21,2022-08-14,Standard Class,CUST-4270,Arjun,Corporate,India,Mumbai,KA,East,PROD-875,Technology,Binders,Item A,2714.9,5,0.23,-136.51,5,2022,-0.05028177833437695,Very High
ORD-1790,2023-05-04,2022-12-03,Standard Class,CUST-5693,Sneha,Consumer,India,Bangalore,WB,South,PROD-702,Technology,Phones,Item C,2631.39,7,0.24,-101.91,5,2023,-0.03872858071209513,Very High
ORD-1791,2021-12-30,2022-05-24,Standard Class,CUST-8566,Sneha,Consumer,India,Mumbai,KA,West,PROD-225,Office Supplies,Binders,Item A,3563.98,4,0.2,42.46,12,2021,0.011913647102396759,Very High
ORD-1792,2021-10-07,2023-09-21,Second Class,CUST-4993,Priya,Corporate,India,Kolkata,DL,South,PROD-389,Furniture,Storage,Item C,4999.34,4,0.16,243.29,10,2021,0.048664423703928913,Very High
ORD-1793,2022-08-16,2022-06-13,Standard Class,CUST-3598,Arjun,Corporate,India,Kolkata,KA,South,PROD-598,Furniture,Chairs,Item D,3258.78,2,0.25,-957.42,8,2022,-0.2937970651593541,Very High
ORD-1794,2022-12-15,2023-03-17,Standard Class,CUST-2666,Arjun,Home Office,India,Delhi,WB,South,PROD-571,Furniture,Binders,Item C,1618.58,8,0.48,-395.26,12,2022,-0.24420170766968577,Very High
ORD-1795,2021-06-07,2023-04-13,First Class,CUST-5757,Neha,Home Office,India,Mumbai,WB,East,PROD-851,Office Supplies,Storage,Item D,4784.09,7,0.47,-1357.08,6,2021,-0.28366523205040034,Very High
ORD-1796,2022-09-24,2021-11-23,First Class,CUST-2554,Sneha,Home Office,India,Kolkata,MH,West,PROD-936,Office Supplies,Chairs,Item C,2877.94,4,0.16,114.68,9,2022,0.03984794679527718,Very High
ORD-1797,2021-02-28,2021-08-04,First Class,CUST-7115,Sneha,Consumer,India,Bangalore,KA,South,PROD-621,Technology,Binders,Item C,3246.39,3,0.31,-328.31,2,2021,-0.10113079451329016,Very High
ORD-1798,2022-12-28,2021-07-29,Standard Class,CUST-6437,Amit,Consumer,India,Bangalore,KA,East,PROD-823,Technology,Storage,Item C,1819.93,1,0.09,196.27,12,2022,0.10784480721786002,Very High
ORD-1799,2021-05-08,2021-06-20,Second Class,CUST-7241,Amit,Home Office,India,Bangalore,DL,North,PROD-121,Office Supplies,Storage,Item B,2286.59,5,0.36,-377.18,5,2021,-0.16495305236181387,Very High
ORD-1800,2023-01-06,2021-11-28,First Class,CUST-1087,Sneha,Home Office,India,Kolkata,WB,North,PROD-256,Technology,Chairs,Item C,2122.22,6,0.14,122.37,1,2023,0.05766131692284495,Very High
ORD-1801,2022-12-22,2021-10-09,Second Class,CUST-8115,Neha,Corporate,India,Mumbai,KA,East,PROD-770,Technology,Binders,Item D,4684.27,3,0.34,-74.72,12,2022,-0.01595125814694712,Very High
ORD-1802,2023-06-01,2023-09-07,Standard Class,CUST-3703,Rahul,Home Office,India,Mumbai,DL,North,PROD-361,Furniture,Binders,Item C,4057.47,9,0.36,-674.29,6,2023,-0.16618483932105474,Very High
ORD-1803,2021-04-25,2021-11-03,Standard Class,CUST-3418,Arjun,Consumer,India,Mumbai,KA,South,PROD-209,Office Supplies,Storage,Item A,498.99,9,0.5,-116.78,4,2021,-0.2340327461472174,Medium
ORD-1804,2021-07-28,2021-05-28,First Class,CUST-5147,Rahul,Corporate,India,Delhi,WB,East,PROD-874,Furniture,Binders,Item D,1603.64,6,0.39,-306.14,7,2021,-0.1909031952308498,Very High
ORD-1805,2022-06-10,2023-02-16,Second Class,CUST-2747,Neha,Home Office,India,Mumbai,MH,East,PROD-600,Technology,Chairs,Item A,325.66,5,0.29,5.49,6,2022,0.016858072836700853,Medium
ORD-1806,2022-06-05,2022-06-02,First Class,CUST-9232,Rahul,Home Office,India,Kolkata,KA,North,PROD-964,Technology,Storage,Item D,2607.96,2,0.25,-66.27,6,2022,-0.025410665807757787,Very High
ORD-1807,2022-07-06,2021-04-02,Standard Class,CUST-1038,Amit,Home Office,India,Kolkata,WB,West,PROD-465,Furniture,Storage,Item A,1433.15,6,0.03,195.3,7,2022,0.1362732442521718,Very High
ORD-1808,2023-08-20,2022-03-31,Second Class,CUST-8043,Priya,Corporate,India,Mumbai,WB,North,PROD-112,Office Supplies,Binders,Item D,413.33,5,0.47,-64.74,8,2023,-0.1566302954056081,Medium
ORD-1809,2021-08-25,2021-03-03,First Class,CUST-3151,Rahul,Corporate,India,Delhi,WB,South,PROD-162,Technology,Storage,Item A,3871.45,3,0.09,497.93,8,2021,0.12861589326996345,Very High
ORD-1810,2021-08-10,2021-11-09,Standard Class,CUST-4937,Priya,Corporate,India,Delhi,DL,West,PROD-123,Office Supplies,Chairs,Item A,501.08,3,0.02,-4.42,8,2021,-0.00882094675500918,High
ORD-1811,2021-12-25,2022-06-14,First Class,CUST-7886,Rahul,Home Office,India,Delhi,DL,West,PROD-961,Furniture,Phones,Item D,2568.79,1,0.17,3.45,12,2021,0.0013430447798379783,Very High
ORD-1812,2021-07-20,2021-08-17,Second Class,CUST-1208,Neha,Corporate,India,Kolkata,MH,South,PROD-452,Technology,Storage,Item D,3869.6,9,0.11,403.54,7,2021,0.1042846805871408,Very High
ORD-1813,2023-01-28,2022-04-21,Second Class,CUST-1599,Priya,Corporate,India,Delhi,KA,West,PROD-439,Furniture,Binders,Item D,2582.28,4,0.24,-57.85,1,2023,-0.022402682900382605,Very High
ORD-1814,2021-10-05,2023-09-07,Second Class,CUST-9796,Rahul,Corporate,India,Bangalore,DL,East,PROD-118,Office Supplies,Binders,Item A,4094.72,9,0.46,-1182.53,10,2021,-0.2887938613629259,Very High
ORD-1815,2021-08-23,2022-06-27,Second Class,CUST-4709,Neha,Corporate,India,Mumbai,DL,West,PROD-950,Technology,Chairs,Item C,2101.68,4,0.48,-624.06,8,2021,-0.29693388146625554,Very High
ORD-1816,2022-05-09,2022-10-27,Second Class,CUST-8726,Sneha,Consumer,India,Delhi,DL,West,PROD-841,Office Supplies,Binders,Item D,4083.57,5,0.14,255.58,5,2022,0.06258739289396288,Very High
ORD-1817,2021-01-04,2023-01-29,First Class,CUST-1213,Amit,Home Office,India,Delhi,KA,North,PROD-187,Office Supplies,Binders,Item D,2713.91,5,0.25,-732.19,1,2021,-0.2697915553573995,Very High
ORD-1818,2022-10-28,2023-02-23,First Class,CUST-6723,Arjun,Corporate,India,Kolkata,MH,East,PROD-680,Technology,Phones,Item C,485.37,4,0.45,-145.88,10,2022,-0.3005542163710159,Medium
ORD-1819,2022-03-18,2021-03-22,First Class,CUST-7552,Neha,Consumer,India,Bangalore,MH,South,PROD-249,Furniture,Storage,Item A,2383.88,4,0.22,-50.35,3,2022,-0.02112102958202594,Very High
ORD-1820,2021-01-29,2022-03-11,First Class,CUST-7238,Neha,Consumer,India,Kolkata,MH,East,PROD-927,Technology,Binders,Item B,2790.04,7,0.27,-201.81,1,2021,-0.072332296311164,Very High
ORD-1821,2021-04-19,2023-03-14,Standard Class,CUST-9460,Amit,Home Office,India,Kolkata,KA,West,PROD-889,Office Supplies,Binders,Item B,3079.9,7,0.02,539.74,4,2021,0.17524594954381637,Very High
ORD-1822,2022-09-02,2021-06-04,Standard Class,CUST-3408,Priya,Home Office,India,Delhi,KA,North,PROD-191,Office Supplies,Phones,Item C,4643.02,6,0.01,901.78,9,2022,0.19422272572592836,Very High
ORD-1823,2022-12-28,2023-03-02,First Class,CUST-8972,Rahul,Corporate,India,Kolkata,MH,South,PROD-244,Office Supplies,Storage,Item C,958.61,3,0.08,164.44,12,2022,0.17154004235299025,High
ORD-1824,2023-03-16,2022-02-07,Standard Class,CUST-5778,Priya,Home Office,India,Kolkata,WB,South,PROD-962,Technology,Chairs,Item B,3049.84,6,0.26,-156.85,3,2023,-0.051428927419143296,Very High
ORD-1825,2021-03-16,2021-10-08,Standard Class,CUST-1822,Neha,Home Office,India,Delhi,KA,West,PROD-274,Office Supplies,Phones,Item B,3772.51,9,0.24,-160.54,3,2021,-0.042555221854945376,Very High
ORD-1826,2023-04-18,2021-02-28,Second Class,CUST-7100,Sneha,Home Office,India,Delhi,KA,East,PROD-490,Technology,Phones,Item A,4455.28,3,0.01,932.26,4,2023,0.20924835251656462,Very High
ORD-1827,2021-05-26,2023-10-02,First Class,CUST-3595,Rahul,Home Office,India,Delhi,MH,North,PROD-244,Technology,Binders,Item B,2650.27,7,0.06,354.25,5,2021,0.13366562652107145,Very High
ORD-1828,2021-05-08,2023-09-06,Standard Class,CUST-9117,Arjun,Corporate,India,Mumbai,MH,East,PROD-559,Office Supplies,Binders,Item A,1109.06,5,0.21,13.39,5,2021,0.012073287288334266,Very High
ORD-1829,2023-05-03,2021-07-07,Standard Class,CUST-4953,Arjun,Consumer,India,Bangalore,WB,East,PROD-802,Office Supplies,Chairs,Item D,4097.53,7,0.4,-906.72,5,2023,-0.22128452994852998,Very High
ORD-1830,2021-02-11,2022-02-04,First Class,CUST-4831,Rahul,Home Office,India,Mumbai,WB,South,PROD-234,Office Supplies,Chairs,Item C,4529.99,2,0.27,-432.26,2,2021,-0.09542184419833157,Very High
ORD-1831,2021-12-22,2022-08-30,Second Class,CUST-5583,Neha,Consumer,India,Delhi,DL,East,PROD-640,Furniture,Chairs,Item D,576.52,3,0.34,-131.61,12,2021,-0.22828349406785545,High
ORD-1832,2021-02-10,2023-03-01,First Class,CUST-7235,Sneha,Consumer,India,Bangalore,DL,East,PROD-336,Furniture,Phones,Item C,1187.1,2,0.23,-85.26,2,2021,-0.0718220874399798,Very High
ORD-1833,2023-07-23,2021-06-09,Second Class,CUST-9842,Amit,Consumer,India,Kolkata,MH,South,PROD-811,Furniture,Phones,Item D,4363.74,7,0.19,21.82,7,2023,0.0050002979095913145,Very High
ORD-1834,2021-02-03,2023-02-28,Standard Class,CUST-8983,Sneha,Home Office,India,Bangalore,DL,South,PROD-871,Office Supplies,Phones,Item A,2447.86,9,0.45,-525.57,2,2021,-0.214705906383535,Very High
ORD-1835,2021-01-17,2022-11-26,Second Class,CUST-7500,Priya,Home Office,India,Delhi,KA,East,PROD-971,Office Supplies,Chairs,Item C,887.05,3,0.41,-78.6,1,2021,-0.08860830843808128,High
ORD-1836,2022-11-08,2021-12-27,Second Class,CUST-6851,Sneha,Corporate,India,Mumbai,WB,South,PROD-729,Furniture,Storage,Item D,3244.21,7,0.1,319.54,11,2022,0.09849547347428188,Very High
ORD-1837,2021-06-02,2022-03-18,First Class,CUST-2634,Sneha,Home Office,India,Bangalore,DL,North,PROD-883,Technology,Chairs,Item C,2318.53,7,0.41,-418.3,6,2021,-0.18041603947328694,Very High
ORD-1838,2023-09-25,2022-08-14,Standard Class,CUST-5814,Priya,Home Office,India,Kolkata,DL,North,PROD-691,Furniture,Binders,Item A,4841.4,3,0.13,358.79,9,2023,0.07410872888007602,Very High
ORD-1839,2022-01-13,2022-04-13,First Class,CUST-2167,Amit,Home Office,India,Mumbai,MH,East,PROD-441,Furniture,Phones,Item B,1152.44,5,0.02,239.91,1,2022,0.2081756967824789,Very High
ORD-1840,2022-08-11,2022-10-27,First Class,CUST-5076,Amit,Consumer,India,Mumbai,WB,West,PROD-686,Technology,Binders,Item D,1842.7,6,0.39,-74.72,8,2022,-0.04054919411732783,Very High
ORD-1841,2022-08-22,2022-03-24,Standard Class,CUST-9390,Arjun,Corporate,India,Mumbai,WB,South,PROD-798,Furniture,Chairs,Item C,872.45,5,0.08,-74.72,8,2022,-0.08564387643991059,High
ORD-1842,2022-09-21,2023-01-22,First Class,CUST-7958,Amit,Consumer,India,Mumbai,DL,West,PROD-140,Furniture,Binders,Item B,296.18,8,0.14,-5.09,9,2022,-0.01718549530690796,Medium
ORD-1843,2023-05-24,2023-03-14,First Class,CUST-6442,Rahul,Corporate,India,Kolkata,KA,South,PROD-345,Furniture,Phones,Item B,1405.82,9,0.38,-287.91,5,2023,-0.2047986228677925,Very High
ORD-1844,2021-12-08,2023-01-15,Second Class,CUST-7360,Arjun,Home Office,India,Delhi,KA,South,PROD-927,Technology,Storage,Item C,4108.15,6,0.24,-169.28,12,2021,-0.041205895597775155,Very High
ORD-1845,2023-09-08,2022-05-05,First Class,CUST-7699,Neha,Home Office,India,Kolkata,KA,East,PROD-558,Technology,Storage,Item B,1372.8,2,0.35,-87.72,9,2023,-0.0638986013986014,Very High
ORD-1846,2021-01-27,2022-06-16,Standard Class,CUST-4505,Arjun,Consumer,India,Delhi,KA,North,PROD-669,Furniture,Chairs,Item C,3496.9,2,0.01,696.51,1,2021,0.19917927307043382,Very High
ORD-1847,2023-04-05,2021-03-16,First Class,CUST-1802,Sneha,Consumer,India,Delhi,KA,West,PROD-841,Office Supplies,Storage,Item C,2653.82,4,0.17,52.81,4,2023,0.019899616402016714,Very High
ORD-1848,2021-10-14,2023-07-20,Second Class,CUST-8627,Sneha,Consumer,India,Bangalore,DL,North,PROD-723,Furniture,Phones,Item A,2622.56,3,0.18,41.01,10,2021,0.01563739247147825,Very High
ORD-1849,2022-10-08,2023-07-19,First Class,CUST-9892,Arjun,Corporate,India,Kolkata,KA,North,PROD-303,Technology,Chairs,Item C,3918.64,7,0.12,326.52,10,2022,0.08332482698078925,Very High
ORD-1850,2023-01-01,2022-12-04,First Class,CUST-1502,Priya,Consumer,India,Delhi,DL,West,PROD-651,Technology,Phones,Item D,3107.95,4,0.19,111.75,1,2023,0.0359561769011728,Very High
ORD-1851,2021-06-17,2023-08-10,First Class,CUST-6825,Amit,Home Office,India,Kolkata,MH,South,PROD-572,Technology,Binders,Item A,841.29,3,0.18,-12.37,6,2021,-0.01470360993236577,High
ORD-1852,2022-09-02,2021-01-19,Second Class,CUST-8939,Sneha,Corporate,India,Kolkata,DL,West,PROD-157,Office Supplies,Chairs,Item A,1142.78,2,0.47,-335.66,9,2022,-0.2937223262570224,Very High
ORD-1853,2021-09-25,2022-06-17,Standard Class,CUST-7032,Sneha,Corporate,India,Delhi,KA,North,PROD-288,Office Supplies,Storage,Item A,2741.73,4,0.42,-697.29,9,2021,-0.25432482410740664,Very High
ORD-1854,2023-01-19,2023-01-03,Standard Class,CUST-8406,Rahul,Home Office,India,Delhi,DL,West,PROD-784,Office Supplies,Phones,Item A,4234.31,5,0.41,-866.49,1,2023,-0.20463546599091703,Very High
ORD-1855,2023-04-01,2021-11-24,Second Class,CUST-5719,Amit,Consumer,India,Mumbai,KA,East,PROD-688,Furniture,Chairs,Item D,2568.79,4,0.0,108.22,4,2023,0.04212878436929449,Very High
ORD-1856,2022-03-31,2023-09-24,Second Class,CUST-8748,Sneha,Consumer,India,Bangalore,MH,South,PROD-147,Technology,Chairs,Item D,579.13,9,0.18,78.06,3,2022,0.1347883894807729,High
ORD-1857,2023-06-25,2022-09-26,First Class,CUST-3870,Priya,Home Office,India,Delhi,KA,South,PROD-189,Furniture,Storage,Item A,2611.82,1,0.08,278.15,6,2023,0.10649661921571929,Very High
ORD-1858,2022-11-16,2022-09-07,Standard Class,CUST-5758,Sneha,Home Office,India,Delhi,WB,West,PROD-622,Furniture,Phones,Item B,983.82,9,0.15,46.83,11,2022,0.047600170762944434,High
ORD-1859,2022-02-05,2022-07-02,Second Class,CUST-6968,Amit,Home Office,India,Delhi,MH,South,PROD-667,Office Supplies,Binders,Item D,4971.47,8,0.08,583.46,2,2022,0.11736166566428038,Very High
ORD-1860,2023-07-11,2022-08-21,Standard Class,CUST-2098,Rahul,Home Office,India,Bangalore,DL,South,PROD-587,Furniture,Storage,Item D,71.57,9,0.04,10.41,7,2023,0.14545200503004055,Low
ORD-1861,2023-09-08,2023-07-12,First Class,CUST-4169,Amit,Corporate,India,Kolkata,DL,North,PROD-890,Office Supplies,Chairs,Item A,2271.87,3,0.28,-251.71,9,2023,-0.11079419156905985,Very High
ORD-1862,2022-04-21,2022-12-11,Second Class,CUST-1382,Priya,Corporate,India,Mumbai,KA,North,PROD-644,Office Supplies,Phones,Item D,854.58,9,0.38,-205.19,4,2022,-0.24010625102389477,High
ORD-1863,2022-12-03,2023-04-24,Standard Class,CUST-8790,Rahul,Consumer,India,Mumbai,WB,South,PROD-279,Technology,Chairs,Item A,3421.34,9,0.25,-74.72,12,2022,-0.021839396259944934,Very High
ORD-1864,2022-09-26,2021-07-23,Standard Class,CUST-4940,Amit,Corporate,India,Kolkata,MH,South,PROD-215,Technology,Storage,Item B,3169.17,2,0.14,227.79,9,2022,0.071876863658308,Very High
ORD-1865,2022-07-12,2021-12-12,First Class,CUST-8452,Priya,Corporate,India,Bangalore,DL,North,PROD-127,Furniture,Binders,Item A,4044.99,3,0.05,625.21,7,2022,0.1545640409494214,Very High
ORD-1866,2022-07-30,2023-05-05,Second Class,CUST-7452,Priya,Corporate,India,Bangalore,KA,South,PROD-214,Furniture,Binders,Item B,2838.84,8,0.43,-656.09,7,2022,-0.23111200349438504,Very High
ORD-1867,2021-05-10,2022-06-09,Standard Class,CUST-5271,Arjun,Home Office,India,Delhi,WB,South,PROD-319,Technology,Phones,Item D,2568.79,7,0.32,-152.53,5,2021,-0.05937815080251792,Very High
